,Fecha_Producción,ID_Bobina,Heat_No,Grado_Acero,Espesor_mm,Ancho_mm,Peso_kg,Posición_Muestra,Orientación,Tamaño_Probeta,Tipo_Entalla,Temp_Ensayo_C,Energía_J,Tipo_Fractura,%Shear,Operador,Máquina,Fecha_Calibración,Norma,C_%,Mn_%,Si_%,P_%,S_%
2722,2024-03-10,20240310-02,HN9962,S235JR,0.49,1250,21140.0,Inicio,T,10x10x55,U,20,131.6,Mixta,79,Carlos,MCH-03,2023-12-28,ASTM E23,0.167,0.422,0.026,0.025,0.024
2723,2024-03-10,20240310-02,HN9962,S235JR,0.49,1250,21140.0,Final,T,10x10x55,U,0,138.6,Frágil,45,Juan,MCH-01,2024-02-17,ISO 148-1,0.167,0.422,0.026,0.025,0.024
2724,2024-03-10,20240310-03,HN1391,DC01,4.35,1000,18225.0,Inicio,T,10x10x55,V,-40,53.8,Frágil,18,Juan,MCH-01,2024-01-21,ISO 148-1,0.044,0.541,0.009,0.019,0.014
2725,2024-03-10,20240310-03,HN1391,DC01,4.35,1000,18225.0,Final,T,10x10x55,V,0,79.9,Mixta,5,Carlos,MCH-01,2023-05-23,ASTM E23,0.044,0.541,0.009,0.019,0.014
2726,2024-03-10,20240310-04,HN2188,S355MC,3.55,1250,20403.0,Inicio,L,10x10x55,V,0,132.4,Dúctil,57,Juan,MCH-01,2023-08-28,ISO 148-1,0.106,1.455,0.124,0.019,0.016
2727,2024-03-10,20240310-04,HN2188,S355MC,3.55,1250,20403.0,Final,T,10x10x55,V,20,109.9,Dúctil,71,Juan,MCH-03,2023-10-30,ISO 148-1,0.106,1.455,0.124,0.019,0.016
2728,2024-03-10,20240310-05,HN1814,S355MC,2.58,1250,21003.0,Inicio,L,10x10x55,V,-20,101.9,Frágil,83,Carlos,MCH-02,2023-09-25,ASTM E23,0.088,1.417,0.139,0.008,0.023
2729,2024-03-10,20240310-05,HN1814,S355MC,2.58,1250,21003.0,Final,L,10x10x55,U,-40,100.7,Dúctil,52,María,MCH-02,2024-01-17,ISO 148-1,0.088,1.417,0.139,0.008,0.023
2730,2024-03-10,20240310-06,HN2337,DC06_IF,4.83,1500,23951.0,Inicio,L,10x10x55,V,0,63.3,Mixta,85,Carlos,MCH-03,2023-07-12,ISO 148-1,0.005,0.25,0.003,0.023,0.008
2731,2024-03-10,20240310-06,HN2337,DC06_IF,4.83,1500,23951.0,Final,L,10x10x55,V,20,38.5,Dúctil,53,Carlos,MCH-01,2023-11-26,ASTM E23,0.005,0.25,0.003,0.023,0.008
2732,2024-03-10,20240310-07,HN7657,DC06_IF,3.78,1000,18314.0,Inicio,L,10x10x55,U,-40,38.2,Dúctil,21,Juan,MCH-01,2023-06-10,ISO 148-1,0.001,0.291,0.018,0.018,0.002
2733,2024-03-10,20240310-07,HN7657,DC06_IF,3.78,1000,18314.0,Final,T,10x10x55,V,-40,34.1,Mixta,57,Ana,MCH-02,2023-10-31,ISO 148-1,0.001,0.291,0.018,0.018,0.002
2734,2024-03-10,20240310-08,HN6605,S355MC,4.89,1250,20592.0,Inicio,L,10x10x55,V,0,122.2,Mixta,25,María,MCH-03,2023-07-01,ASTM E23,0.05,1.411,0.274,0.011,0.007
2735,2024-03-10,20240310-08,HN6605,S355MC,4.89,1250,20592.0,Final,T,10x10x55,U,-40,79.3,Dúctil,80,María,MCH-03,2023-11-17,ASTM E23,0.05,1.411,0.274,0.011,0.007
2736,2024-03-10,20240310-09,HN5516,S235JR,4.67,1250,23678.0,Inicio,T,10x10x55,U,-40,132.5,Dúctil,97,Carlos,MCH-01,2023-08-01,ISO 148-1,0.171,0.746,0.046,0.028,0.023
2737,2024-03-10,20240310-09,HN5516,S235JR,4.67,1250,23678.0,Final,L,10x10x55,U,-40,123.9,Frágil,11,María,MCH-02,2023-09-11,ISO 148-1,0.171,0.746,0.046,0.028,0.023
2738,2024-03-10,20240310-10,HN7514,S355MC,0.41,1250,19372.0,Inicio,T,10x10x55,V,20,112.4,Mixta,71,Ana,MCH-02,2023-05-17,ASTM E23,0.097,1.415,0.182,0.02,0.006
2739,2024-03-10,20240310-10,HN7514,S355MC,0.41,1250,19372.0,Final,L,10x10x55,V,-40,94.1,Frágil,35,Ana,MCH-01,2023-10-27,ISO 148-1,0.097,1.415,0.182,0.02,0.006
2740,2024-03-10,20240310-11,HN3439,S355MC,4.18,1000,18635.0,Inicio,T,10x10x55,U,-40,86.6,Frágil,51,Juan,MCH-02,2023-06-18,ISO 148-1,0.059,1.145,0.106,0.026,0.004
2741,2024-03-10,20240310-11,HN3439,S355MC,4.18,1000,18635.0,Final,T,10x10x55,V,0,116.1,Frágil,22,Juan,MCH-03,2024-02-14,ISO 148-1,0.059,1.145,0.106,0.026,0.004
2742,2024-03-10,20240310-12,HN6560,S235JR,4.66,1250,20849.0,Inicio,L,10x10x55,U,20,143.1,Mixta,49,Carlos,MCH-03,2023-10-13,ASTM E23,0.161,0.413,0.136,0.019,0.02
2743,2024-03-10,20240310-12,HN6560,S235JR,4.66,1250,20849.0,Final,T,10x10x55,U,-40,136.6,Dúctil,38,Juan,MCH-03,2023-12-09,ASTM E23,0.161,0.413,0.136,0.019,0.02
2744,2024-03-10,20240310-13,HN8446,S355MC,1.51,1250,24641.0,Inicio,L,10x10x55,V,0,115.9,Dúctil,82,Juan,MCH-02,2024-02-15,ASTM E23,0.075,0.936,0.156,0.017,0.002
2745,2024-03-10,20240310-13,HN8446,S355MC,1.51,1250,24641.0,Final,L,10x10x55,V,0,129.9,Frágil,44,Juan,MCH-02,2023-12-15,ISO 148-1,0.075,0.936,0.156,0.017,0.002
2746,2024-03-10,20240310-14,HN1163,DP600,4.79,1500,18932.0,Inicio,T,10x10x55,U,0,105.7,Frágil,2,Juan,MCH-01,2023-10-12,ISO 148-1,0.073,1.965,0.401,0.006,0.009
2747,2024-03-10,20240310-14,HN1163,DP600,4.79,1500,18932.0,Final,T,10x10x55,U,0,90.7,Frágil,90,Carlos,MCH-03,2024-01-24,ISO 148-1,0.073,1.965,0.401,0.006,0.009
2748,2024-03-10,20240310-15,HN2640,DC06_IF,3.93,1250,20498.0,Inicio,T,10x10x55,U,0,52.0,Mixta,66,Juan,MCH-03,2023-08-17,ISO 148-1,0.004,0.18,0.017,0.019,0.019
2749,2024-03-10,20240310-15,HN2640,DC06_IF,3.93,1250,20498.0,Final,L,10x10x55,U,0,82.3,Mixta,28,Ana,MCH-01,2023-12-08,ISO 148-1,0.004,0.18,0.017,0.019,0.019
2750,2024-03-10,20240310-16,HN6941,DC01,0.64,1250,19006.0,Inicio,L,10x10x55,U,20,86.3,Frágil,94,Carlos,MCH-03,2023-08-25,ASTM E23,0.046,0.359,0.016,0.025,0.006
2751,2024-03-10,20240310-16,HN6941,DC01,0.64,1250,19006.0,Final,T,10x10x55,U,0,66.2,Frágil,63,Juan,MCH-01,2024-02-28,ASTM E23,0.046,0.359,0.016,0.025,0.006
2752,2024-03-10,20240310-17,HN5267,DC01,1.86,1500,19788.0,Inicio,T,10x10x55,U,0,99.9,Dúctil,58,Ana,MCH-03,2023-12-06,ISO 148-1,0.042,0.477,0.0,0.019,0.004
2753,2024-03-10,20240310-17,HN5267,DC01,1.86,1500,19788.0,Final,T,10x10x55,U,-40,48.8,Dúctil,33,Juan,MCH-03,2023-08-26,ISO 148-1,0.042,0.477,0.0,0.019,0.004
2754,2024-03-10,20240310-18,HN9287,DC01,5.44,1500,21128.0,Inicio,T,10x10x55,U,20,68.9,Mixta,6,Juan,MCH-02,2024-03-01,ASTM E23,0.036,0.255,0.025,0.012,0.013
2755,2024-03-10,20240310-18,HN9287,DC01,5.44,1500,21128.0,Final,T,10x10x55,U,-40,56.6,Dúctil,66,Carlos,MCH-03,2023-08-08,ASTM E23,0.036,0.255,0.025,0.012,0.013
2756,2024-03-10,20240310-19,HN9126,S235JR,3.39,1000,18157.0,Inicio,T,10x10x55,V,-20,149.1,Mixta,100,Carlos,MCH-02,2024-03-02,ASTM E23,0.148,0.679,0.158,0.02,0.002
2757,2024-03-10,20240310-19,HN9126,S235JR,3.39,1000,18157.0,Final,L,10x10x55,U,-40,119.6,Frágil,67,Ana,MCH-03,2023-08-19,ASTM E23,0.148,0.679,0.158,0.02,0.002
2758,2024-03-10,20240310-20,HN7858,DC06_IF,0.64,1500,23884.0,Inicio,T,10x10x55,U,20,59.5,Frágil,31,Ana,MCH-02,2023-11-14,ASTM E23,0.001,0.178,0.007,0.016,0.017
2759,2024-03-10,20240310-20,HN7858,DC06_IF,0.64,1500,23884.0,Final,L,10x10x55,V,-20,51.9,Mixta,84,Carlos,MCH-03,2024-02-04,ISO 148-1,0.001,0.178,0.007,0.016,0.017
2760,2024-03-11,20240311-01,HN4450,S235JR,1.72,1500,21145.0,Inicio,T,10x10x55,U,20,140.5,Mixta,98,Carlos,MCH-03,2023-10-26,ISO 148-1,0.196,0.405,0.212,0.002,0.038
2761,2024-03-11,20240311-01,HN4450,S235JR,1.72,1500,21145.0,Final,T,10x10x55,U,0,143.6,Dúctil,74,Ana,MCH-02,2023-11-01,ISO 148-1,0.196,0.405,0.212,0.002,0.038
2762,2024-03-11,20240311-02,HN1971,S355MC,0.92,1000,19154.0,Inicio,T,10x10x55,V,-20,115.0,Frágil,59,Juan,MCH-02,2024-02-11,ISO 148-1,0.092,1.25,0.24,0.017,0.007
2763,2024-03-11,20240311-02,HN1971,S355MC,0.92,1000,19154.0,Final,L,10x10x55,V,20,126.2,Dúctil,99,Juan,MCH-03,2023-06-14,ASTM E23,0.092,1.25,0.24,0.017,0.007
2764,2024-03-11,20240311-03,HN2390,S355MC,0.86,1000,18216.0,Inicio,T,10x10x55,V,20,128.4,Frágil,64,María,MCH-01,2023-10-08,ASTM E23,0.086,1.118,0.105,0.026,0.02
2765,2024-03-11,20240311-03,HN2390,S355MC,0.86,1000,18216.0,Final,L,10x10x55,V,0,116.6,Frágil,7,Juan,MCH-02,2023-11-20,ISO 148-1,0.086,1.118,0.105,0.026,0.02
2766,2024-03-11,20240311-04,HN3523,S235JR,0.45,1500,24968.0,Inicio,L,10x10x55,V,0,156.8,Frágil,47,Ana,MCH-02,2023-06-13,ISO 148-1,0.134,0.785,0.178,0.02,0.005
2767,2024-03-11,20240311-04,HN3523,S235JR,0.45,1500,24968.0,Final,L,10x10x55,U,0,149.3,Dúctil,56,María,MCH-02,2023-08-26,ISO 148-1,0.134,0.785,0.178,0.02,0.005
2768,2024-03-11,20240311-05,HN6896,DP600,1.49,1000,23703.0,Inicio,T,10x10x55,V,20,84.1,Mixta,42,Carlos,MCH-01,2023-07-08,ASTM E23,0.096,1.76,0.165,0.012,0.007
2769,2024-03-11,20240311-05,HN6896,DP600,1.49,1000,23703.0,Final,T,10x10x55,V,-20,94.1,Dúctil,14,Ana,MCH-02,2023-07-12,ISO 148-1,0.096,1.76,0.165,0.012,0.007
2770,2024-03-11,20240311-06,HN6790,S235JR,4.6,1500,24631.0,Inicio,L,10x10x55,V,-20,142.1,Mixta,55,Ana,MCH-01,2023-06-25,ASTM E23,0.145,0.643,0.171,0.016,0.027
2771,2024-03-11,20240311-06,HN6790,S235JR,4.6,1500,24631.0,Final,T,10x10x55,U,20,145.0,Frágil,10,Carlos,MCH-03,2023-08-16,ASTM E23,0.145,0.643,0.171,0.016,0.027
2772,2024-03-11,20240311-07,HN2780,S235JR,2.67,1250,20689.0,Inicio,L,10x10x55,U,-20,153.7,Dúctil,18,Carlos,MCH-01,2023-09-03,ISO 148-1,0.167,0.453,0.174,0.013,0.024
2773,2024-03-11,20240311-07,HN2780,S235JR,2.67,1250,20689.0,Final,T,10x10x55,U,0,142.5,Mixta,45,Ana,MCH-01,2023-12-13,ISO 148-1,0.167,0.453,0.174,0.013,0.024
2774,2024-03-11,20240311-08,HN5135,DC06_IF,0.66,1000,20751.0,Inicio,T,10x10x55,V,-40,36.4,Mixta,16,Juan,MCH-03,2023-11-26,ASTM E23,0.003,0.209,0.014,0.0,0.014
2775,2024-03-11,20240311-08,HN5135,DC06_IF,0.66,1000,20751.0,Final,T,10x10x55,U,0,65.8,Frágil,30,Juan,MCH-03,2023-11-03,ASTM E23,0.003,0.209,0.014,0.0,0.014
2776,2024-03-11,20240311-09,HN7012,S235JR,1.24,1500,20101.0,Inicio,L,10x10x55,V,20,133.4,Mixta,31,Ana,MCH-01,2024-01-23,ISO 148-1,0.195,0.553,0.055,0.032,0.032
2777,2024-03-11,20240311-09,HN7012,S235JR,1.24,1500,20101.0,Final,T,10x10x55,V,-40,157.0,Dúctil,65,Juan,MCH-03,2023-07-29,ASTM E23,0.195,0.553,0.055,0.032,0.032
2778,2024-03-11,20240311-10,HN8580,S235JR,2.49,1250,19044.0,Inicio,T,10x10x55,V,-20,134.2,Dúctil,90,Juan,MCH-02,2023-10-23,ISO 148-1,0.169,0.505,0.035,0.002,0.031
2779,2024-03-11,20240311-10,HN8580,S235JR,2.49,1250,19044.0,Final,T,10x10x55,U,-40,115.1,Mixta,21,Juan,MCH-01,2023-12-10,ISO 148-1,0.169,0.505,0.035,0.002,0.031
2780,2024-03-11,20240311-11,HN4482,S355MC,3.46,1000,18198.0,Inicio,L,10x10x55,U,20,109.6,Dúctil,5,Ana,MCH-03,2023-09-05,ASTM E23,0.099,1.354,0.255,0.01,0.01
2781,2024-03-11,20240311-11,HN4482,S355MC,3.46,1000,18198.0,Final,T,10x10x55,U,-20,112.8,Frágil,18,Juan,MCH-02,2023-12-19,ASTM E23,0.099,1.354,0.255,0.01,0.01
2782,2024-03-11,20240311-12,HN1309,S235JR,0.64,1250,21517.0,Inicio,T,10x10x55,U,-20,120.0,Dúctil,58,María,MCH-01,2023-06-07,ISO 148-1,0.149,0.676,0.184,0.037,0.029
2783,2024-03-11,20240311-12,HN1309,S235JR,0.64,1250,21517.0,Final,L,10x10x55,V,0,134.2,Dúctil,71,Juan,MCH-02,2023-10-07,ASTM E23,0.149,0.676,0.184,0.037,0.029
2784,2024-03-11,20240311-13,HN1672,DC06_IF,5.05,1000,21360.0,Inicio,L,10x10x55,V,-20,51.8,Frágil,67,Carlos,MCH-02,2023-11-11,ASTM E23,0.004,0.191,0.017,0.008,0.011
2785,2024-03-11,20240311-13,HN1672,DC06_IF,5.05,1000,21360.0,Final,T,10x10x55,U,-20,53.3,Dúctil,69,Juan,MCH-03,2023-06-06,ASTM E23,0.004,0.191,0.017,0.008,0.011
2786,2024-03-11,20240311-14,HN5864,S235JR,5.87,1000,20378.0,Inicio,L,10x10x55,V,20,124.5,Mixta,71,María,MCH-01,2023-12-01,ASTM E23,0.144,0.472,0.212,0.005,0.025
2787,2024-03-11,20240311-14,HN5864,S235JR,5.87,1000,20378.0,Final,L,10x10x55,V,0,147.4,Frágil,47,Juan,MCH-03,2023-06-16,ISO 148-1,0.144,0.472,0.212,0.005,0.025
2788,2024-03-11,20240311-15,HN4361,DP600,1.67,1250,19618.0,Inicio,T,10x10x55,V,-20,90.2,Mixta,41,Carlos,MCH-02,2023-07-17,ASTM E23,0.14,1.738,0.458,0.017,0.0
2789,2024-03-11,20240311-15,HN4361,DP600,1.67,1250,19618.0,Final,L,10x10x55,V,0,86.3,Dúctil,92,Ana,MCH-02,2023-07-19,ASTM E23,0.14,1.738,0.458,0.017,0.0
2790,2024-03-11,20240311-16,HN3463,DC01,1.99,1250,23211.0,Inicio,T,10x10x55,V,-20,66.2,Mixta,79,María,MCH-02,2023-07-13,ASTM E23,0.079,0.476,0.016,0.002,0.006
2791,2024-03-11,20240311-16,HN3463,DC01,1.99,1250,23211.0,Final,T,10x10x55,U,-20,73.6,Mixta,77,María,MCH-03,2024-02-20,ASTM E23,0.079,0.476,0.016,0.002,0.006
2792,2024-03-11,20240311-17,HN8874,DC06_IF,0.51,1500,19441.0,Inicio,T,10x10x55,V,-40,54.4,Mixta,87,María,MCH-02,2023-06-26,ISO 148-1,0.004,0.299,0.008,0.024,0.002
2793,2024-03-11,20240311-17,HN8874,DC06_IF,0.51,1500,19441.0,Final,T,10x10x55,U,0,65.6,Dúctil,47,María,MCH-02,2024-02-18,ISO 148-1,0.004,0.299,0.008,0.024,0.002
2794,2024-03-11,20240311-18,HN2864,DC01,5.26,1500,20638.0,Inicio,L,10x10x55,V,-20,66.4,Mixta,57,Ana,MCH-02,2023-12-05,ISO 148-1,0.11,0.251,0.009,0.004,0.021
2795,2024-03-11,20240311-18,HN2864,DC01,5.26,1500,20638.0,Final,L,10x10x55,V,0,65.2,Mixta,25,María,MCH-02,2023-11-23,ISO 148-1,0.11,0.251,0.009,0.004,0.021
2796,2024-03-11,20240311-19,HN7278,S235JR,1.88,1250,21583.0,Inicio,L,10x10x55,U,-20,123.9,Dúctil,42,Carlos,MCH-01,2023-10-29,ISO 148-1,0.176,0.371,0.134,0.026,0.039
2797,2024-03-11,20240311-19,HN7278,S235JR,1.88,1250,21583.0,Final,T,10x10x55,U,20,145.1,Dúctil,54,Juan,MCH-02,2024-03-07,ISO 148-1,0.176,0.371,0.134,0.026,0.039
2798,2024-03-11,20240311-20,HN5756,S355MC,0.46,1250,20267.0,Inicio,L,10x10x55,U,20,114.3,Mixta,61,Carlos,MCH-02,2023-09-10,ASTM E23,0.083,1.221,0.239,0.023,0.022
2799,2024-03-11,20240311-20,HN5756,S355MC,0.46,1250,20267.0,Final,T,10x10x55,V,-20,94.6,Dúctil,66,Carlos,MCH-02,2023-10-18,ASTM E23,0.083,1.221,0.239,0.023,0.022
2800,2024-03-12,20240312-01,HN3202,S235JR,1.53,1500,18335.0,Inicio,L,10x10x55,U,20,126.9,Mixta,90,Juan,MCH-03,2024-02-02,ASTM E23,0.151,0.564,0.184,0.019,0.027
2801,2024-03-12,20240312-01,HN3202,S235JR,1.53,1500,18335.0,Final,T,10x10x55,U,0,150.1,Mixta,13,Juan,MCH-01,2023-10-25,ASTM E23,0.151,0.564,0.184,0.019,0.027
2802,2024-03-12,20240312-02,HN6573,DP600,4.9,1250,21910.0,Inicio,L,10x10x55,U,-40,83.5,Mixta,11,María,MCH-03,2023-12-12,ISO 148-1,0.086,1.816,0.46,0.005,0.009
2803,2024-03-12,20240312-02,HN6573,DP600,4.9,1250,21910.0,Final,L,10x10x55,U,0,106.6,Dúctil,0,María,MCH-03,2023-10-07,ISO 148-1,0.086,1.816,0.46,0.005,0.009
2804,2024-03-12,20240312-03,HN2017,DC06_IF,1.91,1500,24825.0,Inicio,T,10x10x55,U,20,49.6,Mixta,45,Carlos,MCH-01,2023-07-06,ISO 148-1,0.0,0.173,0.014,0.007,0.001
2805,2024-03-12,20240312-03,HN2017,DC06_IF,1.91,1500,24825.0,Final,L,10x10x55,V,20,61.1,Mixta,85,Juan,MCH-02,2023-11-11,ISO 148-1,0.0,0.173,0.014,0.007,0.001
2806,2024-03-12,20240312-04,HN6400,DC01,0.57,1250,19611.0,Inicio,T,10x10x55,V,-20,66.3,Dúctil,75,Carlos,MCH-01,2023-07-04,ISO 148-1,0.006,0.355,0.009,0.03,0.014
2807,2024-03-12,20240312-04,HN6400,DC01,0.57,1250,19611.0,Final,L,10x10x55,U,-20,76.8,Dúctil,47,Juan,MCH-02,2024-02-26,ISO 148-1,0.006,0.355,0.009,0.03,0.014
2808,2024-03-12,20240312-05,HN7750,DC01,3.99,1250,20855.0,Inicio,T,10x10x55,V,20,66.6,Mixta,59,Carlos,MCH-03,2023-11-29,ASTM E23,0.088,0.421,0.018,0.006,0.021
2809,2024-03-12,20240312-05,HN7750,DC01,3.99,1250,20855.0,Final,L,10x10x55,V,-20,68.2,Mixta,15,Ana,MCH-02,2024-02-16,ASTM E23,0.088,0.421,0.018,0.006,0.021
2810,2024-03-12,20240312-06,HN7040,S235JR,5.41,1000,22158.0,Inicio,T,10x10x55,U,20,144.9,Mixta,92,María,MCH-01,2024-02-04,ASTM E23,0.196,0.63,0.01,0.022,0.023
2811,2024-03-12,20240312-06,HN7040,S235JR,5.41,1000,22158.0,Final,L,10x10x55,V,-20,145.6,Frágil,44,Juan,MCH-03,2023-12-29,ISO 148-1,0.196,0.63,0.01,0.022,0.023
2812,2024-03-12,20240312-07,HN5919,S235JR,0.65,1500,20267.0,Inicio,T,10x10x55,V,-40,139.3,Frágil,66,María,MCH-01,2023-12-28,ISO 148-1,0.173,0.614,0.176,0.017,0.039
2813,2024-03-12,20240312-07,HN5919,S235JR,0.65,1500,20267.0,Final,L,10x10x55,V,20,144.8,Mixta,25,Carlos,MCH-02,2023-09-06,ISO 148-1,0.173,0.614,0.176,0.017,0.039
2814,2024-03-12,20240312-08,HN4867,S355MC,4.85,1500,22130.0,Inicio,T,10x10x55,U,-20,84.9,Mixta,21,María,MCH-02,2023-12-13,ISO 148-1,0.115,0.957,0.218,0.029,0.008
2815,2024-03-12,20240312-08,HN4867,S355MC,4.85,1500,22130.0,Final,T,10x10x55,V,0,112.2,Mixta,46,Juan,MCH-01,2023-10-29,ASTM E23,0.115,0.957,0.218,0.029,0.008
2816,2024-03-12,20240312-09,HN3784,S235JR,4.12,1500,24323.0,Inicio,L,10x10x55,V,-20,123.6,Frágil,43,Carlos,MCH-01,2024-02-16,ASTM E23,0.153,0.378,0.019,0.001,0.013
2817,2024-03-12,20240312-09,HN3784,S235JR,4.12,1500,24323.0,Final,T,10x10x55,U,-20,136.3,Dúctil,52,Ana,MCH-01,2024-01-17,ASTM E23,0.153,0.378,0.019,0.001,0.013
2818,2024-03-12,20240312-10,HN7137,S235JR,4.1,1250,18439.0,Inicio,T,10x10x55,U,-40,127.5,Mixta,88,Juan,MCH-01,2024-02-22,ASTM E23,0.191,0.649,0.221,0.024,0.015
2819,2024-03-12,20240312-10,HN7137,S235JR,4.1,1250,18439.0,Final,L,10x10x55,V,-40,142.2,Mixta,100,María,MCH-01,2023-05-24,ISO 148-1,0.191,0.649,0.221,0.024,0.015
2820,2024-03-12,20240312-11,HN8828,S355MC,0.42,1000,24729.0,Inicio,L,10x10x55,U,-40,101.3,Frágil,23,Ana,MCH-03,2023-05-18,ASTM E23,0.113,1.486,0.189,0.003,0.002
2821,2024-03-12,20240312-11,HN8828,S355MC,0.42,1000,24729.0,Final,T,10x10x55,V,-40,109.3,Frágil,45,Carlos,MCH-02,2023-07-01,ISO 148-1,0.113,1.486,0.189,0.003,0.002
2822,2024-03-12,20240312-12,HN1498,S355MC,0.42,1000,22871.0,Inicio,T,10x10x55,U,20,109.6,Dúctil,96,María,MCH-01,2023-11-28,ISO 148-1,0.111,1.007,0.165,0.004,0.01
2823,2024-03-12,20240312-12,HN1498,S355MC,0.42,1000,22871.0,Final,T,10x10x55,V,-40,91.3,Frágil,23,María,MCH-03,2023-07-08,ISO 148-1,0.111,1.007,0.165,0.004,0.01
2824,2024-03-12,20240312-13,HN9275,DC06_IF,0.83,1250,23921.0,Inicio,L,10x10x55,V,20,51.9,Frágil,96,Ana,MCH-01,2023-08-05,ISO 148-1,0.001,0.29,0.014,0.005,0.011
2825,2024-03-12,20240312-13,HN9275,DC06_IF,0.83,1250,23921.0,Final,L,10x10x55,U,-40,44.4,Mixta,42,Juan,MCH-01,2023-12-28,ASTM E23,0.001,0.29,0.014,0.005,0.011
2826,2024-03-12,20240312-14,HN5841,DP600,2.78,1500,20802.0,Inicio,T,10x10x55,V,20,91.9,Dúctil,11,Carlos,MCH-01,2024-02-05,ASTM E23,0.097,1.882,0.266,0.013,0.013
2827,2024-03-12,20240312-14,HN5841,DP600,2.78,1500,20802.0,Final,L,10x10x55,U,0,97.9,Frágil,15,María,MCH-03,2024-01-07,ISO 148-1,0.097,1.882,0.266,0.013,0.013
2828,2024-03-12,20240312-15,HN3764,S235JR,1.58,1500,22274.0,Inicio,T,10x10x55,V,20,140.8,Frágil,13,Carlos,MCH-01,2023-07-10,ASTM E23,0.192,0.55,0.023,0.003,0.036
2829,2024-03-12,20240312-15,HN3764,S235JR,1.58,1500,22274.0,Final,L,10x10x55,U,-20,143.1,Frágil,69,Juan,MCH-03,2023-12-01,ASTM E23,0.192,0.55,0.023,0.003,0.036
2830,2024-03-12,20240312-16,HN7679,DC06_IF,4.78,1250,23687.0,Inicio,L,10x10x55,U,0,48.4,Mixta,41,María,MCH-03,2023-05-19,ASTM E23,0.005,0.27,0.007,0.018,0.008
2831,2024-03-12,20240312-16,HN7679,DC06_IF,4.78,1250,23687.0,Final,T,10x10x55,V,-40,38.6,Frágil,81,Juan,MCH-01,2023-06-03,ASTM E23,0.005,0.27,0.007,0.018,0.008
2832,2024-03-12,20240312-17,HN9860,S235JR,3.23,1000,24032.0,Inicio,T,10x10x55,V,-40,135.9,Frágil,96,María,MCH-03,2023-09-19,ISO 148-1,0.151,0.61,0.184,0.014,0.033
2833,2024-03-12,20240312-17,HN9860,S235JR,3.23,1000,24032.0,Final,L,10x10x55,U,-40,131.1,Frágil,19,Juan,MCH-01,2024-02-26,ISO 148-1,0.151,0.61,0.184,0.014,0.033
2834,2024-03-12,20240312-18,HN9975,DC01,0.8,1000,24700.0,Inicio,T,10x10x55,U,-40,72.2,Mixta,27,Ana,MCH-02,2023-07-13,ASTM E23,0.036,0.305,0.016,0.007,0.016
2835,2024-03-12,20240312-18,HN9975,DC01,0.8,1000,24700.0,Final,L,10x10x55,V,-20,71.3,Dúctil,23,María,MCH-02,2023-10-28,ASTM E23,0.036,0.305,0.016,0.007,0.016
2836,2024-03-12,20240312-19,HN3945,DC01,1.45,1500,23178.0,Inicio,T,10x10x55,U,0,76.6,Dúctil,34,Ana,MCH-03,2024-01-28,ISO 148-1,0.095,0.464,0.01,0.006,0.022
2837,2024-03-12,20240312-19,HN3945,DC01,1.45,1500,23178.0,Final,L,10x10x55,U,-40,53.4,Dúctil,79,Carlos,MCH-01,2023-07-23,ASTM E23,0.095,0.464,0.01,0.006,0.022
2838,2024-03-12,20240312-20,HN1318,DP600,2.34,1500,20740.0,Inicio,L,10x10x55,V,20,86.5,Mixta,79,María,MCH-03,2024-02-01,ASTM E23,0.099,1.946,0.203,0.011,0.008
2839,2024-03-12,20240312-20,HN1318,DP600,2.34,1500,20740.0,Final,T,10x10x55,U,0,97.3,Mixta,76,Juan,MCH-02,2023-08-12,ISO 148-1,0.099,1.946,0.203,0.011,0.008
2840,2024-03-13,20240313-01,HN8401,DC06_IF,0.5,1250,19528.0,Inicio,T,10x10x55,U,-20,51.5,Frágil,54,Carlos,MCH-02,2023-11-10,ASTM E23,0.004,0.274,0.009,0.019,0.011
2841,2024-03-13,20240313-01,HN8401,DC06_IF,0.5,1250,19528.0,Final,L,10x10x55,V,-40,35.9,Mixta,32,María,MCH-03,2023-06-05,ISO 148-1,0.004,0.274,0.009,0.019,0.011
2842,2024-03-13,20240313-02,HN7957,DC06_IF,0.5,1500,19828.0,Inicio,T,10x10x55,U,20,46.0,Frágil,97,Carlos,MCH-01,2023-11-17,ISO 148-1,0.002,0.189,0.009,0.012,0.017
2843,2024-03-13,20240313-02,HN7957,DC06_IF,0.5,1500,19828.0,Final,T,10x10x55,U,0,57.0,Frágil,58,María,MCH-01,2024-02-01,ISO 148-1,0.002,0.189,0.009,0.012,0.017
2844,2024-03-13,20240313-03,HN6158,S355MC,0.43,1000,22981.0,Inicio,L,10x10x55,V,-20,124.2,Frágil,33,María,MCH-01,2024-03-10,ISO 148-1,0.069,1.064,0.115,0.014,0.024
2845,2024-03-13,20240313-03,HN6158,S355MC,0.43,1000,22981.0,Final,T,10x10x55,U,-40,108.4,Mixta,19,Ana,MCH-03,2024-02-09,ISO 148-1,0.069,1.064,0.115,0.014,0.024
2846,2024-03-13,20240313-04,HN5510,DC01,0.86,1500,18187.0,Inicio,T,10x10x55,U,-20,71.9,Mixta,94,Juan,MCH-02,2023-10-30,ASTM E23,0.017,0.517,0.023,0.007,0.011
